,store_id,year_month,amount
17,4,2017-11,1189142.857142857
18,4,2017-12,1010142.8571428572
19,4,2018-01,831571.4285714285
20,4,2018-02,651000.0
21,4,2018-03,908000.0
22,4,2018-04,792214.2857142857
23,4,2018-05,775428.5714285715
24,4,2018-06,881285.7142857143
25,4,2018-07,1050928.5714285714
26,4,2018-08,849285.7142857143
27,4,2018-09,698142.8571428572
28,4,2018-10,828428.5714285715
29,4,2018-11,883000.0
30,4,2018-12,923857.1428571428
31,4,2019-01,944857.1428571428
32,4,2019-02,882285.7142857143
0,5,2016-06,342500.0
1,5,2016-07,432714.28571428574
2,5,2016-08,263500.0
3,5,2016-09,232142.85714285716
4,5,2016-10,211571.42857142858
5,5,2016-11,182085.7142857143
6,5,2016-12,147571.42857142858
7,5,2017-01,120957.14285714286
8,5,2017-02,186428.57142857142
9,5,2017-03,169000.0
10,5,2017-04,312857.14285714284
11,5,2017-05,235342.85714285716
12,5,2017-06,475857.14285714284
13,5,2017-07,410914.28571428574
14,5,2017-08,297714.28571428574
15,5,2017-09,291428.5714285714
16,5,2017-10,396157.14285714284
17,5,2017-11,399285.7142857143
18,5,2017-12,441557.1428571429
19,5,2018-01,388428.5714285714
20,5,2018-02,316785.71428571426
21,5,2018-03,370142.85714285716
22,5,2018-04,297857.14285714284
23,5,2018-05,443857.14285714284
24,5,2018-06,563714.2857142857
25,5,2018-07,607071.4285714286
26,5,2018-08,482885.71428571426
27,5,2018-09,195000.0
28,5,2018-10,324928.5714285714
29,5,2018-11,383300.0
30,5,2018-12,399571.4285714286
31,5,2019-01,323000.0
32,5,2019-02,215514.2857142857
0,6,2016-08,568857.1428571428
1,6,2016-09,1440142.857142857
2,6,2016-10,1238857.142857143
3,6,2016-11,1055428.5714285714
4,6,2016-12,926857.1428571428
5,6,2017-01,885642.8571428572
6,6,2017-02,800357.1428571428
7,6,2017-03,930714.2857142857
8,6,2017-04,855071.4285714285
9,6,2017-05,1029785.7142857143
10,6,2017-06,1071571.4285714286
11,6,2017-07,1037214.2857142857
12,6,2017-08,1054857.142857143
13,6,2017-09,937857.1428571428
14,6,2017-10,1216285.7142857143
15,6,2017-11,1833571.4285714286
16,6,2017-12,2429500.0
17,6,2018-01,2147714.285714286
18,6,2018-02,2113357.1428571427
19,6,2018-03,2348714.285714286
20,6,2018-04,1876857.142857143
21,6,2018-05,1808357.142857143
22,6,2018-06,1752285.7142857143
23,6,2018-07,1583785.7142857143
24,6,2018-08,1628785.7142857143
25,6,2018-09,2074071.4285714286
26,6,2018-10,1907642.857142857
27,6,2018-11,2389142.8571428573
28,6,2018-12,2230285.714285714
29,6,2019-01,2015500.0
30,6,2019-02,2463857.1428571427
0,7,2016-08,107857.14285714286
1,7,2016-09,375642.85714285716
2,7,2016-10,323642.85714285716
3,7,2016-11,345000.0
4,7,2016-12,291428.5714285714
5,7,2017-01,231614.2857142857
6,7,2017-02,271357.14285714284
7,7,2017-03,249857.14285714287
8,7,2017-04,131500.0
9,7,2017-05,118642.85714285714
10,7,2017-06,53285.71428571429
11,7,2017-07,372285.71428571426
12,7,2017-08,183000.0
13,7,2017-09,527857.1428571428
14,7,2017-10,218214.2857142857
15,7,2017-11,817714.2857142857
16,7,2017-12,750645.7142857143
17,7,2018-01,761571.4285714285
18,7,2018-02,636571.4285714285
19,7,2018-03,339857.14285714284
20,7,2018-04,1039357.1428571427
21,7,2018-05,265714.2857142857
22,7,2018-06,419542.85714285716
23,7,2018-07,462842.85714285716
24,7,2018-08,423128.5714285714
25,7,2018-09,320328.5714285715
26,7,2018-10,420028.5714285714
27,7,2018-11,314385.71428571426
28,7,2018-12,302414.2857142857
29,7,2019-01,136471.42857142858
30,7,2019-02,57971.42857142857
0,8,2016-11,192571.42857142858
1,8,2016-12,735500.0
2,8,2017-01,467857.14285714284
3,8,2017-02,475642.85714285716
4,8,2017-03,603500.0
5,8,2017-04,1074642.857142857
6,8,2017-05,1144571.4285714286
7,8,2017-06,1030928.5714285715
8,8,2017-07,1375571.4285714286
9,8,2017-08,1078928.5714285714
10,8,2017-09,984500.0
11,8,2017-10,896785.7142857143
12,8,2017-11,514500.0
13,8,2017-12,552214.2857142857
14,8,2018-01,618785.7142857143
15,8,2018-02,461714.28571428574
16,8,2018-03,744500.0
17,8,2018-04,867071.4285714285
18,8,2018-05,1837428.5714285714
19,8,2018-06,1359857.142857143
20,8,2018-07,1213542.857142857
21,8,2018-08,1086000.0
22,8,2018-09,1369557.142857143
23,8,2018-10,1272071.4285714286
24,8,2018-11,1260557.142857143
25,8,2018-12,1157257.142857143
26,8,2019-01,1134671.4285714286
27,8,2019-02,1298328.5714285714
0,9,2016-10,107142.85714285714
1,9,2016-11,637142.8571428572
2,9,2016-12,603571.4285714285
3,9,2017-01,225428.57142857142
4,9,2017-02,287142.85714285716
5,9,2017-03,344428.5714285714
6,9,2017-04,352857.14285714284
7,9,2017-05,208571.42857142858
8,9,2017-06,178571.42857142855
9,9,2017-07,761714.2857142858
10,9,2017-08,535000.0
11,9,2017-09,715714.2857142857
12,9,2017-10,672142.8571428572
13,9,2017-11,634285.7142857143
14,9,2017-12,333714.2857142857
15,9,2018-01,295428.5714285714
16,9,2018-02,628285.7142857143
17,9,2018-03,318571.4285714286
18,9,2018-04,1016857.142857143
19,9,2018-05,638571.4285714286
20,9,2018-06,276571.4285714286
21,9,2018-07,340000.0
22,9,2018-08,254285.7142857143
23,9,2018-09,926571.4285714286
24,9,2018-10,871428.5714285715
25,9,2018-11,692857.1428571428
26,9,2018-12,662857.1428571428
27,9,2019-01,370000.0
28,9,2019-02,405714.28571428574
0,10,2017-04,496714.28571428574
1,10,2017-05,492571.4285714286
2,10,2017-06,341857.14285714284
3,10,2017-07,442428.5714285714
4,10,2017-08,438714.2857142857
5,10,2017-09,438571.4285714286
6,10,2017-10,470428.5714285714
7,10,2017-11,144428.57142857145
8,10,2017-12,444714.28571428574
9,10,2018-01,466714.28571428574
10,10,2018-02,722857.1428571428
11,10,2018-03,338571.4285714286
12,10,2018-04,475000.00000000006
13,10,2018-05,290285.71428571426
14,10,2018-06,607857.1428571428
15,10,2018-07,444571.4285714286
16,10,2018-08,641428.5714285714
17,10,2018-09,795571.4285714285
18,10,2018-10,499285.71428571426
19,10,2018-11,590142.8571428572
20,10,2018-12,518428.5714285714
21,10,2019-01,525142.8571428572
22,10,2019-02,654857.1428571428
0,11,2016-09,4285.714285714286
1,11,2016-10,21071.428571428572
2,11,2016-11,38428.571428571435
3,11,2016-12,59000.0
4,11,2017-01,5000.0
32,11,2017-02,2.0
5,11,2017-03,98000.0
6,11,2017-04,71342.85714285714
7,11,2017-05,224942.85714285713
8,11,2017-06,301514.28571428574
9,11,2017-07,308614.2857142857
10,11,2017-08,344214.28571428574
11,11,2017-09,422985.7142857143
12,11,2017-10,267285.71428571426
13,11,2017-11,348842.85714285716
14,11,2017-12,411200.0
15,11,2018-01,277728.5714285714
16,11,2018-02,298800.0
17,11,2018-03,304200.0
18,11,2018-04,367842.85714285716
19,11,2018-05,351242.85714285716
20,11,2018-06,313642.85714285716
21,11,2018-07,291328.5714285714
22,11,2018-08,306000.0
23,11,2018-09,354342.85714285716
24,11,2018-10,493300.0
25,11,2018-11,747214.2857142857
26,11,2018-12,326142.85714285716
27,11,2019-01,339642.85714285716
28,11,2019-02,578428.5714285715
0,12,2016-06,130604.28571428571
1,12,2016-07,96442.85714285716
2,12,2016-08,181328.57142857142
3,12,2016-09,383225.71428571426
4,12,2016-10,384692.85714285716
5,12,2016-11,376171.4285714286
6,12,2016-12,94871.42857142858
7,12,2017-01,18271.428571428576
8,12,2017-02,6000.0
32,12,2017-03,2.0
9,12,2017-04,47857.142857142855
10,12,2017-05,0.0
11,12,2017-06,75428.57142857142
12,12,2017-07,39050.0
13,12,2017-08,93814.28571428571
14,12,2017-09,209557.14285714284
15,12,2017-10,167128.5714285714
16,12,2017-11,70128.57142857142
17,12,2017-12,346200.0
18,12,2018-01,484328.5714285714
19,12,2018-02,137371.42857142858
20,12,2018-03,281461.4285714285
21,12,2018-04,202257.14285714287
22,12,2018-05,194730.0
23,12,2018-06,558522.857142857
24,12,2018-07,251935.7142857143
25,12,2018-08,153722.85714285716
26,12,2018-09,460105.7142857143
27,12,2018-10,280181.4285714286
28,12,2018-11,532301.4285714286
29,12,2018-12,854155.7142857143
30,12,2019-01,572430.0
31,12,2019-02,310920.0
0,13,2017-05,988957.1428571428
1,13,2017-06,1100900.0
2,13,2017-07,912085.7142857143
3,13,2017-08,572985.7142857143
4,13,2017-09,866157.1428571428
5,13,2017-10,1022171.4285714285
6,13,2017-11,610142.8571428572
7,13,2017-12,712114.2857142857
8,13,2018-01,692985.7142857143
9,13,2018-02,733785.7142857143
10,13,2018-03,1005885.7142857143
11,13,2018-04,1043914.2857142857
12,13,2018-05,1086957.142857143
13,13,2018-06,1077428.5714285714
14,13,2018-07,979500.0
15,13,2018-08,879928.5714285715
16,13,2018-09,915985.7142857143
17,13,2018-10,897900.0
18,13,2018-11,770485.7142857143
19,13,2018-12,877942.8571428572
20,13,2019-01,714242.8571428572
21,13,2019-02,787157.1428571428
0,14,2016-06,3617857.142857143
1,14,2016-07,2713914.285714286
2,14,2016-08,2556657.1428571427
3,14,2016-09,3343971.4285714286
4,14,2016-10,2849857.1428571427
5,14,2016-11,2730571.4285714286
6,14,2016-12,3886357.142857143
7,14,2017-01,4016285.714285714
8,14,2017-02,3900571.4285714286
9,14,2017-03,2125714.2857142854
10,14,2017-04,1998000.0
11,14,2017-05,3222285.714285714
12,14,2017-06,3126000.0
13,14,2017-07,3799285.7142857146
14,14,2017-08,4751428.571428572
15,14,2017-09,3764200.0
16,14,2017-10,3200000.0
17,14,2017-11,4235142.857142857
18,14,2017-12,3782857.1428571427
19,14,2018-01,5725571.428571428
20,14,2018-02,2129665.714285714
21,14,2018-03,3844285.714285714
22,14,2018-04,3544428.5714285714
23,14,2018-05,3181141.4285714286
24,14,2018-06,3482571.4285714286
25,14,2018-07,4998477.142857143
26,14,2018-08,3870142.8571428573
27,14,2018-09,4378142.857142857
28,14,2018-10,4723571.428571429
29,14,2018-11,3280571.4285714286
30,14,2018-12,4669428.571428572
31,14,2019-01,4986618.571428572
32,14,2019-02,3641857.1428571427
0,15,2016-09,427071.4285714286
1,15,2016-10,3066714.285714286
2,15,2016-11,2615571.4285714286
3,15,2016-12,2638571.4285714286
4,15,2017-01,2915642.8571428573
5,15,2017-02,2915928.5714285714
6,15,2017-03,2923857.1428571427
7,15,2017-04,2685928.5714285714
8,15,2017-05,3284964.285714286
9,15,2017-06,2945071.4285714286
10,15,2017-07,2518557.1428571427
11,15,2017-08,2533357.1428571427
12,15,2017-09,2231000.0
13,15,2017-10,1983500.0
14,15,2017-11,1424642.857142857
15,15,2017-12,1384000.0
16,15,2018-01,3196428.5714285714
17,15,2018-02,1680357.142857143
18,15,2018-03,1217928.5714285714
19,15,2018-04,1427642.857142857
20,15,2018-05,849928.5714285715
21,15,2018-06,773571.4285714285
22,15,2018-07,816571.4285714286
23,15,2018-08,908428.5714285715
24,15,2018-09,846642.8571428572
25,15,2018-10,873571.4285714285
26,15,2018-11,858214.2857142857
27,15,2018-12,972500.0
28,15,2019-01,886714.2857142857
29,15,2019-02,749485.7142857143
0,16,2017-02,484857.14285714284
1,16,2017-03,422142.85714285716
2,16,2017-04,314142.85714285716
3,16,2017-05,344571.4285714286
4,16,2017-06,456857.14285714284
5,16,2017-07,544857.1428571428
6,16,2017-08,594428.5714285715
7,16,2017-09,715428.5714285715
8,16,2017-10,679714.2857142857
9,16,2017-11,613142.8571428572
10,16,2017-12,467714.28571428574
11,16,2018-01,412714.28571428574
12,16,2018-02,386571.4285714286
13,16,2018-03,628571.4285714286
14,16,2018-04,525142.8571428572
15,16,2018-05,376000.0
16,16,2018-06,311428.5714285714
17,16,2018-07,420428.5714285714
18,16,2018-08,566571.4285714286
19,16,2018-09,218714.2857142857
20,16,2018-10,376285.7142857143
21,16,2018-11,281714.28571428574
22,16,2018-12,349714.28571428574
23,16,2019-01,219857.14285714287
24,16,2019-02,214714.2857142857
0,17,2016-06,263400.0
1,17,2016-07,269985.7142857143
2,17,2016-08,268100.0
3,17,2016-09,335585.7142857143
4,17,2016-10,284271.4285714286
5,17,2016-11,246471.42857142858
6,17,2016-12,270200.0
7,17,2017-01,226871.42857142858
8,17,2017-02,209442.85714285713
9,17,2017-03,274042.85714285716
10,17,2017-04,321014.28571428574
11,17,2017-05,289742.85714285716
12,17,2017-06,340585.7142857143
13,17,2017-07,324900.0
14,17,2017-08,426528.5714285715
15,17,2017-09,340300.0
16,17,2017-10,382585.71428571426
17,17,2017-11,310414.2857142857
18,17,2017-12,332114.28571428574
19,17,2018-01,310457.14285714284
20,17,2018-02,240385.7142857143
21,17,2018-03,323714.2857142857
22,17,2018-04,274100.0
23,17,2018-05,236928.57142857142
24,17,2018-06,148714.2857142857
25,17,2018-07,271542.85714285716
26,17,2018-08,286842.85714285716
27,17,2018-09,347914.28571428574
28,17,2018-10,283442.85714285716
29,17,2018-11,219942.85714285713
30,17,2018-12,254442.85714285716
31,17,2019-01,253042.85714285713
32,17,2019-02,241542.85714285713
0,18,2016-11,39071.428571428565
1,18,2016-12,171428.57142857145
2,18,2017-01,199371.42857142858
3,18,2017-02,127642.85714285714
4,18,2017-03,157642.85714285716
5,18,2017-04,548300.0
6,18,2017-05,516942.85714285716
7,18,2017-06,475857.1428571429
8,18,2017-07,520928.5714285715
9,18,2017-08,434214.28571428574
10,18,2017-09,340571.4285714286
11,18,2017-10,481928.5714285714
12,18,2017-11,438614.28571428574
13,18,2017-12,391085.71428571426
14,18,2018-01,391757.14285714284
15,18,2018-02,449571.4285714286
16,18,2018-03,495385.71428571426
17,18,2018-04,517742.85714285716
18,18,2018-05,447400.0
19,18,2018-06,682442.8571428572
20,18,2018-07,739271.4285714285
21,18,2018-08,621071.4285714286
22,18,2018-09,478371.4285714286
23,18,2018-10,357985.71428571426
24,18,2018-11,290085.71428571426
25,18,2018-12,295142.85714285716
26,18,2019-01,143214.2857142857
27,18,2019-02,361028.5714285714
0,19,2017-01,1142714.2857142857
1,19,2017-02,1501142.857142857
2,19,2017-03,1533857.142857143
3,19,2017-04,1938857.142857143
4,19,2017-05,1410714.2857142857
5,19,2017-06,2097571.4285714286
6,19,2017-07,1521142.857142857
7,19,2017-08,1557285.7142857143
8,19,2017-09,1584142.857142857
9,19,2017-10,1041857.1428571428
10,19,2017-11,701000.0
11,19,2017-12,790285.7142857143
12,19,2018-01,1027142.8571428572
13,19,2018-02,895144.0
14,19,2018-03,1656714.2857142857
15,19,2018-04,1865857.1428571427
16,19,2018-05,1004000.0
17,19,2018-06,1886571.4285714286
18,19,2018-07,1608714.2857142857
19,19,2018-08,1327428.5714285714
20,19,2018-09,1661428.5714285714
21,19,2018-10,1397371.4285714284
22,19,2018-11,1272142.8571428573
23,19,2018-12,1268142.8571428573
24,19,2019-01,1349714.2857142857
25,19,2019-02,1506000.0
0,20,2016-06,442467.8571428571
1,20,2016-07,417571.4285714286
2,20,2016-08,303021.4285714286
3,20,2016-09,242408.57142857145
4,20,2016-10,148896.42857142855
5,20,2016-11,131428.57142857142
6,20,2016-12,233142.85714285716
7,20,2017-01,94285.71428571429
8,20,2017-02,149094.2857142857
9,20,2017-03,44000.0
10,20,2017-04,273242.85714285716
11,20,2017-05,218285.71428571432
12,20,2017-06,223000.0
13,20,2017-07,415428.5714285714
14,20,2017-08,212285.71428571426
15,20,2017-09,558057.1428571428
16,20,2017-10,363285.7142857143
17,20,2017-11,783185.7142857143
18,20,2017-12,1254485.7142857143
19,20,2018-01,921485.7142857143
20,20,2018-02,723100.0
21,20,2018-03,850414.2857142858
22,20,2018-04,938285.7142857143
23,20,2018-05,911800.0000000001
24,20,2018-06,803300.0
25,20,2018-07,1037357.1428571428
26,20,2018-08,1410364.285714286
27,20,2018-09,1334645.7142857143
28,20,2018-10,2155400.0
29,20,2018-11,1665285.7142857143
30,20,2018-12,673285.7142857142
31,20,2019-01,2635400.0
32,20,2019-02,1877428.5714285714
0,22,2017-03,57842.857142857145
1,22,2017-04,165842.85714285713
2,22,2017-05,146485.7142857143
3,22,2017-06,209071.42857142858
4,22,2017-07,307428.5714285714
5,22,2017-08,283000.0
6,22,2017-09,330714.28571428574
7,22,2017-10,226700.0
8,22,2017-11,232900.0
9,22,2017-12,300228.5714285714
10,22,2018-01,225857.14285714287
11,22,2018-02,187242.85714285713
12,22,2018-03,237928.57142857142
13,22,2018-04,239928.57142857142
14,22,2018-05,223714.2857142857
15,22,2018-06,209385.7142857143
16,22,2018-07,256285.7142857143
17,22,2018-08,305428.5714285714
18,22,2018-09,243499.99999999997
19,22,2018-10,245785.7142857143
20,22,2018-11,261085.7142857143
21,22,2018-12,285385.71428571426
22,22,2019-01,249785.7142857143
23,22,2019-02,151471.42857142858
0,23,2016-06,845285.7142857143
1,23,2016-07,730857.1428571428
2,23,2016-08,879242.8571428572
3,23,2016-09,729142.8571428572
4,23,2016-10,741714.2857142857
5,23,2016-11,608857.1428571428
6,23,2016-12,844285.7142857143
7,23,2017-01,690714.2857142857
8,23,2017-02,1046428.5714285715
9,23,2017-03,943000.0
10,23,2017-04,824571.4285714285
11,23,2017-05,1067714.2857142857
12,23,2017-06,1086428.5714285714
13,23,2017-07,871285.7142857143
14,23,2017-08,1062585.7142857143
15,23,2017-09,710285.7142857143
16,23,2017-10,726285.7142857143
17,23,2017-11,586000.0
18,23,2017-12,546571.4285714285
19,23,2018-01,429285.71428571426
20,23,2018-02,415714.28571428574
21,23,2018-03,516142.85714285716
22,23,2018-04,718000.0
23,23,2018-05,462285.71428571426
24,23,2018-06,333857.14285714284
25,23,2018-07,407000.0
26,23,2018-08,544428.5714285715
27,23,2018-09,563571.4285714285
28,23,2018-10,274285.71428571426
29,23,2018-11,827571.4285714285
30,23,2018-12,999285.7142857142
31,23,2019-01,660857.1428571428
32,23,2019-02,503857.14285714284
0,24,2016-06,1728642.857142857
1,24,2016-07,1784857.142857143
2,24,2016-08,1828500.0
3,24,2016-09,2199757.1428571427
4,24,2016-10,1681271.4285714286
5,24,2016-11,1896557.142857143
6,24,2016-12,2897761.4285714286
7,24,2017-01,4029728.5714285714
8,24,2017-02,5157300.0
9,24,2017-03,8620857.142857144
10,24,2017-04,7797171.428571428
11,24,2017-05,7871957.142857143
12,24,2017-06,5858000.0
13,24,2017-07,4343114.285714285
14,24,2017-08,4317242.857142857
15,24,2017-09,3326242.8571428573
16,24,2017-10,3681957.1428571427
17,24,2017-11,3060885.714285714
18,24,2017-12,3685028.5714285714
19,24,2018-01,4747028.571428572
20,24,2018-02,4016971.4285714286
21,24,2018-03,4221771.428571428
22,24,2018-04,4242600.0
23,24,2018-05,2980014.285714286
24,24,2018-06,2876685.7142857146
25,24,2018-07,2136542.8571428573
26,24,2018-08,2540500.0
27,24,2018-09,1816985.7142857143
28,24,2018-10,1987271.4285714286
29,24,2018-11,1172671.4285714286
30,24,2018-12,1045871.4285714285
31,24,2019-01,1152028.5714285714
32,24,2019-02,1157007.1428571427
0,25,2017-02,39285.71428571429
1,25,2017-03,71571.42857142857
2,25,2017-04,145428.57142857142
3,25,2017-05,110571.42857142857
4,25,2017-06,86285.71428571428
5,25,2017-07,45142.85714285714
6,25,2017-08,8142.857142857142
7,25,2017-09,38714.28571428571
8,25,2017-10,128857.14285714286
9,25,2017-11,50714.28571428572
10,25,2017-12,41571.428571428565
11,25,2018-01,102571.42857142857
12,25,2018-02,126428.57142857142
13,25,2018-03,138142.85714285713
14,25,2018-04,59714.28571428571
15,25,2018-05,107000.0
16,25,2018-06,97428.57142857143
17,25,2018-07,95428.57142857143
18,25,2018-08,18857.142857142855
19,25,2018-09,410285.71428571426
20,25,2018-10,87000.0
21,25,2018-11,77285.71428571429
22,25,2018-12,10428.571428571428
23,25,2019-01,194714.2857142857
24,25,2019-02,241285.71428571432
0,26,2016-10,997857.142857143
1,26,2016-11,1178857.142857143
2,26,2016-12,457857.14285714284
3,26,2017-01,703571.4285714285
4,26,2017-02,553571.4285714285
5,26,2017-03,382285.71428571426
6,26,2017-04,326428.5714285714
7,26,2017-05,541428.5714285715
8,26,2017-06,505714.2857142857
9,26,2017-07,465714.2857142857
10,26,2017-08,641428.5714285714
11,26,2017-09,328571.4285714286
12,26,2017-10,642869.2857142857
13,26,2017-11,702857.1428571428
14,26,2017-12,367142.85714285716
15,26,2018-01,202869.2857142857
16,26,2018-02,473571.4285714286
17,26,2018-03,365714.28571428574
18,26,2018-04,321428.5714285714
19,26,2018-05,426571.4285714286
20,26,2018-06,148571.42857142858
21,26,2018-07,426428.5714285714
22,26,2018-08,397642.85714285716
23,26,2018-09,405000.0
24,26,2018-10,527857.1428571428
25,26,2018-11,257571.42857142858
26,26,2018-12,170714.28571428574
27,26,2019-01,341428.5714285714
28,26,2019-02,374285.71428571426
0,27,2016-06,1992428.5714285714
1,27,2016-07,1330297.142857143
2,27,2016-08,1745900.0
3,27,2016-09,1408300.0
4,27,2016-10,1406371.4285714286
5,27,2016-11,1636087.142857143
6,27,2016-12,2206285.714285714
7,27,2017-01,1700602.5714285714
8,27,2017-02,1866448.5714285714
9,27,2017-03,2034084.2857142857
10,27,2017-04,2061314.2857142857
11,27,2017-05,2376971.4285714286
12,27,2017-06,1907770.0
13,27,2017-07,1681142.857142857
14,27,2017-08,2525628.5714285714
15,27,2017-09,1930692.857142857
16,27,2017-10,1260274.2857142857
17,27,2017-11,843214.2857142857
18,27,2017-12,1056385.7142857143
19,27,2018-01,1699520.0
20,27,2018-02,1457460.0
21,27,2018-03,2097350.0
22,27,2018-04,2626107.1428571427
23,27,2018-05,2119135.714285714
24,27,2018-06,2630870.0
25,27,2018-07,1902844.2857142857
26,27,2018-08,2094221.4285714286
27,27,2018-09,1694004.2857142857
28,27,2018-10,2416412.8571428573
29,27,2018-11,1866671.4285714286
30,27,2018-12,1590962.8571428573
31,27,2019-01,1661585.7142857143
32,27,2019-02,1565224.2857142857
0,28,2016-06,1465978.5714285714
1,28,2016-07,1054042.857142857
2,28,2016-08,1100329.0
3,28,2016-09,965942.8571428572
4,28,2016-10,1044728.5714285715
5,28,2016-11,985928.5714285714
6,28,2016-12,933714.2857142857
7,28,2017-01,1313942.8571428573
8,28,2017-02,1229214.2857142857
9,28,2017-03,1686328.5714285714
10,28,2017-04,1270614.2857142857
11,28,2017-05,1270142.857142857
12,28,2017-06,1051042.8571428573
13,28,2017-07,1093414.2857142857
14,28,2017-08,1146500.0
15,28,2017-09,1208542.8571428573
16,28,2017-10,1199642.857142857
17,28,2017-11,1324285.7142857143
18,28,2017-12,1659214.2857142857
19,28,2018-01,1670514.2857142857
20,28,2018-02,1514785.7142857143
21,28,2018-03,1345757.142857143
22,28,2018-04,1459314.2857142857
23,28,2018-05,1265228.5714285714
24,28,2018-06,1335942.857142857
25,28,2018-07,692200.0
26,28,2018-08,873028.5714285714
27,28,2018-09,1113214.2857142857
28,28,2018-10,1363457.1428571427
29,28,2018-11,897128.5714285715
30,28,2018-12,1232400.0
31,28,2019-01,1505814.2857142857
32,28,2019-02,1127714.2857142857
0,29,2016-06,758000.0
1,29,2016-07,1071571.4285714286
2,29,2016-08,877857.1428571428
3,29,2016-09,946428.5714285714
4,29,2016-10,899857.1428571428
5,29,2016-11,906142.8571428572
6,29,2016-12,1735000.0
7,29,2017-01,1195428.5714285714
8,29,2017-02,1409142.8571428573
9,29,2017-03,1296285.7142857143
10,29,2017-04,1145857.142857143
11,29,2017-05,1030571.4285714285
12,29,2017-06,906285.7142857143
13,29,2017-07,1057000.0
14,29,2017-08,1008142.8571428572
15,29,2017-09,913428.5714285715
16,29,2017-10,905142.8571428572
17,29,2017-11,1365142.857142857
18,29,2017-12,1307857.142857143
19,29,2018-01,1135000.0
20,29,2018-02,749857.1428571428
21,29,2018-03,978142.8571428572
